id,director_id,genre,prob
15923,69584,Thriller,0.0526316
15924,1180,Drama,1
15925,81994,Animation,1
15926,77264,Drama,0.75
15927,85276,Comedy,1
15928,17101,Comedy,0.333333
15929,80329,Horror,0.130435
15930,34373,Thriller,1
15931,56308,Comedy,1
15932,60769,Romance,0.129032
15933,47282,Horror,0.5
15934,85145,Action,1
15935,42233,Comedy,1
15936,70856,Short,1
15937,56455,Short,1
15938,43613,Musical,0.147059
15939,23407,Drama,1
15940,3571,Documentary,0.2
15941,62698,Short,1
15942,60879,Comedy,1
15943,83571,Animation,1
15944,81191,Comedy,0.5
15945,86147,Documentary,1
15946,13265,Comedy,0.5
15947,85562,Thriller,0.111111
15948,64613,Short,0.666667
15949,23159,Short,0.111111
15950,27237,Drama,0.25
15951,8148,Documentary,0.0833333
15952,74948,Comedy,1
15953,2349,Short,1
15954,57677,Documentary,1
15955,58121,Short,0.5
15956,47549,Drama,0.5
15957,58496,Fantasy,0.75
15958,25749,Adult,0.333333
15959,86479,Action,0.333333
15960,74354,Short,1
15961,81323,Crime,0.0833333
15962,75425,Romance,0.111111
15963,76655,Documentary,0.157895
15964,66259,Animation,1
15965,86756,Drama,1
15966,40780,Action,1
15967,38484,Adult,1
15968,44108,Thriller,0.5
15969,18319,Romance,0.125
15970,67887,War,0.0769231
15971,41083,War,0.05
15972,82179,Drama,0.666667
15973,41693,Documentary,0.25
15974,26134,Horror,1
15975,24869,Adventure,0.2
15976,67613,Short,1
15977,20248,Short,1
15978,1340,Family,0.333333
15979,32676,War,0.2
15980,69777,Short,1
15981,32899,Drama,1
15982,52471,Short,1
15983,5106,Short,1
15984,74756,Drama,1
15985,85078,Drama,0.230769
15986,40496,War,0.03125
15987,70428,Drama,0.923077
15988,80941,Short,1
15989,6772,Short,1
15990,42019,Action,0.916667
15991,9662,Crime,0.25
15992,63576,Documentary,0.25
15993,49472,Comedy,1
15994,56935,Musical,0.571429
15995,86349,Comedy,0.333333
15996,37746,Mystery,0.111111
15997,1858,Comedy,0.25
15998,26191,Adventure,0.266667
15999,68206,Short,1
16000,62723,War,0.142857
16001,26249,Comedy,0.677966
16002,82912,Thriller,0.2
16003,22756,Short,0.333333
16004,33308,Family,1
16005,23677,Mystery,0.0714286
16006,70179,Drama,0.117647
16007,47592,Documentary,1
16008,4555,Documentary,0.166667
16009,45080,Documentary,1
16010,11397,Drama,0.5
16011,83652,Short,1
16012,50688,Short,1
16013,48262,Family,0.0204082
16014,28610,Comedy,1
16015,43934,Family,0.166667
16016,47359,Short,1
16017,48689,Drama,0.4
16018,49911,Musical,0.0833333
16019,33925,Documentary,1
16020,42281,Short,1
16021,75607,Animation,1
16022,10902,Adventure,1
16023,40375,Short,1
16024,31708,Sci-Fi,1
16025,31767,Comedy,0.166667
16026,55977,Action,0.125
16027,58750,Mystery,0.25
16028,2631,Horror,1
16029,81296,Comedy,0.285714
16030,10885,Crime,0.111111
16031,27723,Short,0.166667
16032,72581,Sci-Fi,0.142857
16033,30466,Music,0.666667
16034,34716,Short,1
16035,23395,Short,1
16036,73166,Adventure,0.25
16037,18724,Sci-Fi,0.0277778
16038,32196,Crime,0.272727
16039,42590,Comedy,1
16040,81779,Documentary,1
16041,69983,Thriller,0.333333
16042,64142,Fantasy,0.8
16043,64316,Comedy,0.333333
16044,3116,Action,1
16045,1420,Short,0.4
16046,23063,Short,0.5
16047,37852,Thriller,0.333333
16048,74786,Documentary,1
16049,71593,Short,1
16050,20096,Documentary,1
16051,51782,Short,0.5
16052,67265,Short,0.357143
16053,68989,Drama,1
16054,61467,Documentary,0.0294118
16055,48345,Drama,0.333333
16056,15381,Drama,1
16057,42265,Mystery,0.1
16058,87438,Documentary,1
16059,88659,Short,1
16060,13461,Thriller,0.25
16061,10127,Comedy,1
16062,7779,Action,0.5
16063,40008,Romance,0.166667
16064,17653,Short,0.04
16065,4945,Documentary,1
16066,58657,Comedy,0.5
16067,22541,Crime,0.5
16068,73234,Drama,0.5
16069,36625,Short,0.333333
16070,31300,Adventure,0.125
16071,59143,Documentary,1
16072,56254,Drama,0.5
16073,13444,Action,0.222222
16074,63388,Documentary,1
16075,84890,Drama,0.634146
16076,59987,Thriller,1
16077,57087,Drama,1
16078,5037,Action,0.1
16079,41454,Short,1
16080,24040,Drama,0.8
16081,35361,Drama,0.666667
16082,34752,Documentary,1
16083,55743,Romance,0.111111
16084,61493,Crime,0.285714
16085,37852,Crime,0.333333
16086,64292,Animation,0.333333
16087,78479,Western,0.1875
16088,7325,Short,0.5
16089,27024,Romance,0.0454545
16090,15282,Comedy,0.0833333
16091,52360,Short,1
16092,10954,Comedy,1
16093,23846,Documentary,1
16094,69640,Comedy,0.615385
16095,52565,Documentary,1
16096,3373,Film-Noir,0.0555556
16097,67066,Thriller,0.5
16098,10462,Romance,0.0769231
16099,22349,Action,1
16100,43451,Adventure,0.166667
16101,84046,Thriller,0.714286
16102,65312,Comedy,0.0909091
16103,39775,Drama,1
16104,88222,Drama,1
16105,14053,Drama,0.5
16106,64467,Documentary,1
16107,67910,Drama,1
16108,31503,Documentary,1
16109,67000,Family,0.2
16110,28875,Family,0.9
16111,40759,Drama,0.5
16112,60130,Documentary,1
16113,47689,Comedy,1
16114,55668,Short,1
16115,60238,Drama,0.538462
16116,68250,Comedy,0.28
16117,72890,Drama,0.875
16118,73107,Adventure,0.0714286
16119,60273,Music,1
16120,74293,Film-Noir,0.04
16121,68645,Drama,0.333333
16122,11353,Musical,0.222222
16123,5445,Thriller,0.171429
16124,30747,Action,0.0625
16125,55910,Drama,1
16126,26419,Action,1
16127,75980,Short,1
16128,64659,Short,0.5
16129,43766,Short,0.142857
16130,38688,Short,1
16131,32246,Musical,0.125
16132,10626,Drama,1
16133,49309,Musical,0.25
16134,30281,Short,1
16135,58523,Western,0.166667
16136,25953,Short,1
16137,51056,Action,0.875
16138,80643,Short,0.333333
16139,2063,Short,0.0714286
16140,64123,Documentary,0.5
16141,54672,Short,0.666667
16142,38814,Fantasy,1
16143,2623,Crime,1
16144,56411,Drama,0.333333
16145,9748,Music,0.5
16146,54095,Comedy,1
16147,87523,Musical,0.25
16148,72612,Adventure,1
16149,2688,Adventure,0.333333
16150,391,Short,1
16151,38243,Crime,1
16152,5279,Crime,0.5
16153,43759,Drama,0.25
16154,71562,Drama,0.75
16155,25391,War,0.1
16156,69329,Comedy,1
16157,51028,Mystery,0.166667
16158,25308,War,0.555556
16159,85264,Adventure,1
16160,22309,Mystery,0.0172414
16161,38087,Romance,0.166667
16162,77308,Short,0.125
16163,84573,Mystery,0.0909091
16164,31024,Drama,1
16165,87629,Drama,1
16166,51362,War,1
16167,9298,Drama,0.4
16168,53810,Action,1
16169,73033,Thriller,1
16170,86870,Family,0.666667
16171,16126,Short,1
16172,4721,Drama,0.166667
16173,37082,Animation,1
16174,2196,Thriller,0.25
16175,25282,Drama,1
16176,4970,Drama,0.5
16177,27281,Short,1
16178,5941,Documentary,1
16179,21424,Documentary,1
16180,46676,Drama,0.75
16181,59551,Musical,0.222222
16182,47236,Horror,0.25
16183,56053,Thriller,0.111111
16184,70566,Drama,1
16185,55083,Drama,0.0909091
16186,81639,Short,1
16187,22459,Comedy,1
16188,55423,Comedy,0.5
16189,83838,Adventure,0.0714286
16190,43415,Drama,0.833333
16191,37056,Music,0.0263158
16192,22127,Comedy,0.5
16193,88148,Adult,1
16194,45438,Short,1
16195,13720,Comedy,0.734375
16196,46802,Documentary,0.166667
16197,8146,Short,0.5
16198,47411,Drama,0.0689655
16199,52827,Family,0.00877193
16200,88173,Documentary,1
16201,30431,Drama,0.214286
16202,9392,Comedy,1
16203,60589,Short,0.272727
16204,26009,Musical,1
16205,5147,Comedy,0.272727
16206,74618,Horror,0.333333
16207,25708,Comedy,1
16208,81214,Family,0.3
16209,17185,Romance,0.333333
16210,34676,Drama,0.142857
16211,56018,Western,0.047619
16212,59454,Documentary,0.5
16213,4377,Drama,1
16214,86309,Comedy,0.5
16215,19845,Horror,0.714286
16216,84980,Short,1
16217,6732,Short,0.75
16218,15723,Short,1
16219,14954,Family,0.0143885
16220,43609,Short,1
16221,25459,Comedy,0.833333
16222,8521,Horror,0.0212766
16223,23787,Comedy,0.333333
16224,69973,Drama,0.714286
16225,67659,Short,1
16226,40593,Family,1
16227,55066,Crime,1
16228,27783,Comedy,0.666667
16229,122,Romance,0.25
16230,43266,Comedy,0.125
16231,64660,Comedy,0.8
16232,82960,Drama,0.642857
16233,3944,Horror,0.333333
16234,19503,Documentary,1
16235,61566,Drama,1
16236,35587,Musical,0.0333333
16237,48471,Documentary,1
16238,70324,Short,0.25
16239,42934,Comedy,0.142857
16240,1067,Short,1
16241,29020,Drama,0.52381
16242,7377,Drama,0.142857
16243,24625,Short,1
16244,85348,Action,0.0454545
16245,88199,Crime,0.5
16246,78632,Drama,1
16247,735,Short,1
16248,3049,Drama,0.666667
16249,16368,Drama,1
16250,38587,Crime,1
16251,12865,Crime,0.5
16252,32487,Documentary,1
16253,27759,Romance,0.153846
16254,60723,Romance,1
16255,74293,Musical,0.2
16256,26704,Comedy,0.0714286
16257,74644,Sci-Fi,1
16258,3732,Short,0.357143
16259,71245,Mystery,0.25
16260,77218,Drama,0.5
16261,54590,Comedy,1
16262,57340,Short,0.375
16263,57714,Romance,0.3
16264,73957,Drama,1
16265,60980,Short,0.333333
16266,44881,Documentary,0.037037
16267,18082,Thriller,0.166667
16268,43716,Documentary,0.166667
16269,78202,Drama,0.216216
16270,87923,Thriller,0.2
16271,78022,Crime,0.333333
16272,29755,Drama,1
16273,17352,Drama,1
16274,39951,Animation,1
16275,34240,Horror,1
16276,13077,Comedy,1
16277,61222,Drama,0.428571
16278,674,Comedy,0.25
16279,41886,Musical,1
16280,2848,Thriller,0.333333
16281,19277,Short,1
16282,17103,Drama,0.333333
16283,77017,Thriller,1
16284,52651,War,0.25
16285,73967,Short,0.84
16286,57635,Short,1
16287,45677,Documentary,0.111111
16288,64604,Crime,1
16289,38798,Drama,1
16290,16513,Short,0.22807
16291,8292,Adventure,0.0285714
16292,30378,Romance,0.04
16293,13514,Comedy,0.4
16294,33888,Animation,1
16295,8106,Short,0.5
16296,76096,Family,1
16297,63535,Comedy,0.5
16298,87234,Thriller,1
16299,16170,Comedy,0.222222
16300,6227,Documentary,1
16301,12677,Short,1
16302,79920,Drama,0.333333
16303,9678,Comedy,0.5
16304,12428,Short,1
16305,55128,Comedy,0.5
16306,47598,Documentary,1
16307,86011,Comedy,1
16308,15402,Animation,0.5
16309,11593,Comedy,1
16310,53582,Adventure,1
16311,84433,Short,0.538462
16312,84184,Short,1
16313,3186,Comedy,0.3
16314,34221,Drama,1
16315,69783,Short,1
16316,79519,Comedy,0.382979
16317,49948,Crime,1
16318,76026,Short,1
16319,64661,Documentary,1
16320,55528,Animation,1
16321,26033,Music,1
16322,71449,Short,1
16323,39980,Comedy,0.333333
16324,27577,Comedy,1
16325,77692,Short,1
16326,26974,Crime,0.101695
16327,16314,Thriller,1
16328,69534,Short,1
16329,86999,Drama,0.222222
16330,37974,Family,0.333333
16331,71,Horror,0.166667
16332,85354,Mystery,0.333333
16333,58999,Documentary,1
16334,6964,Adventure,0.5
16335,14994,Drama,0.25
16336,56116,Drama,0.714286
16337,67121,Short,1
16338,60292,Comedy,1
16339,43854,Romance,0.333333
16340,85988,Mystery,0.0322581
16341,15729,Drama,1
16342,17383,Horror,0.111111
16343,52168,Musical,0.0425532
16344,31021,Documentary,0.909091
16345,61947,Adventure,0.111111
16346,65258,Drama,1
16347,49662,Comedy,1
16348,46280,Drama,1
16349,12536,Comedy,0.5
16350,60190,Short,0.666667
16351,2994,Drama,1
16352,44675,Action,0.166667
16353,8794,Documentary,0.333333
16354,41255,Comedy,0.0909091
16355,26423,Animation,1
16356,45809,Fantasy,0.025
16357,79327,Drama,0.5
16358,16547,Music,1
16359,20651,Short,0.5
16360,84292,Comedy,1
16361,80716,Action,0.222222
16362,21142,Drama,0.129032
16363,16323,Short,0.5
16364,56491,Documentary,0.166667
16365,12513,Fantasy,0.166667
16366,47533,War,0.272727
16367,43605,Romance,0.25
16368,73761,Short,1
16369,16288,Action,0.2
16370,59154,Comedy,0.269231
16371,79284,Animation,1
16372,12042,Musical,0.25
16373,78043,Comedy,1
16374,44096,Crime,0.09375
16375,87174,Adventure,0.294118
16376,78809,Crime,0.166667
16377,21259,Animation,1
16378,5995,Short,1
16379,16565,Drama,1
16380,43369,Drama,0.615385
16381,28471,Short,1
16382,5766,Fantasy,1
16383,79914,Drama,1
16384,16028,Comedy,0.8
16385,76084,Drama,1
16386,1915,Drama,1
16387,34197,Music,0.0384615
16388,52905,Comedy,1
16389,74481,Crime,1
16390,38255,Comedy,0.03125
16391,50741,Comedy,0.5
16392,44181,Horror,0.142857
16393,65348,Short,1
16394,39158,Animation,1
16395,56941,Short,0.5
16396,8298,Thriller,0.636364
16397,75767,Adventure,0.0769231
16398,19565,Drama,1
16399,59491,Documentary,0.2
16400,26535,Crime,0.142857
16401,3044,Comedy,0.333333
16402,84811,Music,0.8
16403,37963,Short,1
16404,39921,Comedy,1
16405,44206,Short,0.666667
16406,81332,Short,1
16407,72184,Short,0.885305
16408,87448,Animation,1
16409,74825,Crime,0.166667
16410,86145,Adult,0.15
16411,75131,Documentary,0.0172414
16412,34513,Western,0.333333
16413,31757,Comedy,1
16414,48327,Documentary,1
16415,11450,Documentary,0.333333
16416,53264,Drama,1
16417,84358,Fantasy,0.2
16418,66636,Comedy,0.5
16419,61422,Drama,0.5
16420,42444,Drama,1
16421,17995,Short,0.5
16422,10864,Comedy,1
16423,55121,Short,0.2
16424,81676,Short,0.2
16425,30537,Thriller,0.037037
16426,12779,Comedy,0.25
16427,47424,Horror,0.5
16428,84566,Crime,0.75
16429,80456,Comedy,0.5
16430,70637,Action,0.5
16431,30428,Documentary,0.5
16432,56583,Romance,0.5
16433,11567,Family,1
16434,28513,Documentary,0.666667
16435,73078,Drama,1
16436,32307,Short,1
16437,8694,Comedy,1
16438,81408,Family,0.0769231
16439,33853,Horror,0.5
16440,65396,Documentary,0.5
16441,30143,Short,1
16442,31624,Drama,0.166667
16443,25815,Short,1
16444,86206,Documentary,0.5
16445,55561,Comedy,0.277778
16446,12729,Drama,1
16447,86898,Drama,1
16448,56833,Sci-Fi,0.333333
16449,59832,Romance,0.0740741
16450,67964,Comedy,1
16451,49412,Documentary,1
16452,19323,Short,1
16453,11943,Comedy,1
16454,22974,Family,1
16455,53768,Music,1
16456,55689,Family,0.111111
16457,7615,Comedy,1
16458,68374,Fantasy,0.125
16459,86830,Adventure,0.0980392
16460,75567,Romance,1
16461,33428,Documentary,1
16462,1372,Comedy,1
16463,40520,Comedy,0.2
16464,40997,Sci-Fi,0.333333
16465,51433,Short,1
16466,7365,Documentary,1
16467,34848,Romance,0.0357143
16468,83675,War,0.030303
16469,9979,Short,1
16470,36192,Comedy,0.75
16471,49322,Musical,0.04
16472,65751,Short,1
16473,83439,Adventure,1
16474,17727,Music,1
16475,56230,Action,0.0238095
16476,35097,Romance,0.5
16477,51592,Drama,1
16478,18137,Short,1
16479,44350,Comedy,0.5
16480,55311,Documentary,1
16481,14535,Crime,1
16482,36669,Sci-Fi,1
16483,54702,Fantasy,0.037037
16484,88192,Action,1
16485,66577,Comedy,1
16486,42528,Short,1
16487,64662,Comedy,1
16488,69332,Short,1
16489,66634,Musical,0.5
16490,59398,Thriller,1
16491,8292,Crime,0.0285714
16492,37888,Mystery,0.0769231
16493,23934,Sci-Fi,0.025641
16494,19471,Short,1
16495,36036,Short,0.333333
16496,21635,Short,1
16497,14869,Horror,0.0588235
16498,234,Comedy,1
16499,80698,Documentary,1
16500,10608,Documentary,1
16501,35005,Documentary,1
16502,19713,Drama,0.4
16503,67637,Action,0.333333
16504,18187,Thriller,0.333333
16505,78725,Comedy,1
16506,60408,Family,0.125
16507,50006,Comedy,0.466667
16508,54902,Action,1
16509,2886,Romance,0.333333
16510,19465,Short,1
16511,6978,Drama,0.666667
16512,51921,Comedy,0.333333
16513,72482,Comedy,0.666667
16514,63644,Animation,1
16515,4815,Short,0.333333
16516,27788,Drama,1
16517,2920,Fantasy,1
16518,31028,Comedy,0.3
16519,4405,Adult,1
16520,86439,Adventure,0.108108
16521,73054,Horror,1
16522,86298,Romance,0.5
16523,65990,Comedy,1
16524,14293,Romance,0.0555556
16525,9371,Crime,0.5
16526,72761,Fantasy,0.1
16527,8893,Drama,1
16528,2124,Action,1
16529,63177,Adult,0.0909091
16530,41692,Short,0.529412
16531,79628,Animation,1
16532,20799,Short,1
16533,63577,Comedy,0.333333
16534,5452,Thriller,0.2
16535,65722,Action,1
16536,79370,Documentary,0.666667
16537,19980,Music,1
16538,60566,Crime,0.25
16539,80649,Drama,1
16540,29841,Documentary,0.0204082
16541,28957,Short,1
16542,46422,Drama,1
16543,73730,Family,0.25
16544,25989,Fantasy,0.0909091
16545,67194,Fantasy,0.2
16546,59741,Comedy,1
16547,44258,Drama,1
16548,60853,Music,1
16549,16513,Documentary,0.0175439
16550,32232,Fantasy,1
16551,2920,Mystery,1
16552,85118,Romance,0.166667
16553,76218,Thriller,0.2
16554,45335,Thriller,0.0416667
16555,33687,Drama,0.5
16556,60491,Drama,0.5
16557,53639,Documentary,1
16558,53249,Comedy,0.285714
16559,32082,Action,1
16560,31714,Short,0.928571
16561,12036,Musical,0.0769231
16562,51295,Thriller,0.0181818
16563,29310,Comedy,0.333333
16564,47996,Short,0.5
16565,11361,Drama,1
16566,59705,Thriller,0.5
16567,84428,Thriller,0.0526316
16568,84873,Short,1
16569,1852,Thriller,0.333333
16570,40467,Documentary,0.5
16571,48238,Drama,0.5
16572,42948,Animation,1
16573,36431,Adventure,0.5
16574,65938,Comedy,0.615385
16575,2297,Short,1
16576,35261,Short,1
16577,15782,Short,1
16578,34541,Animation,1
16579,53137,Romance,0.0625
16580,35821,Crime,0.25
16581,53543,Western,0.444444
16582,3431,Sci-Fi,0.8
16583,20155,Documentary,0.0526316
16584,60641,Drama,0.6
16585,38052,Comedy,1
16586,40759,Adventure,0.1
16587,64114,Documentary,0.5
16588,79100,Adult,0.5
16589,20020,Drama,0.666667
16590,48783,Comedy,0.25
16591,84578,Comedy,1
16592,64877,Family,0.666667
16593,76198,Family,0.0444444
16594,376,Short,1
16595,50795,Documentary,1
16596,28427,Drama,0.5
16597,40376,Comedy,0.333333
16598,36048,Comedy,0.09375
16599,80183,Crime,0.5
16600,72297,Drama,1
16601,61290,Horror,1
16602,69095,Comedy,0.777778
16603,41731,Music,0.5
16604,71050,Short,1
16605,19509,Romance,0.25
16606,79683,Action,1
16607,85216,Adventure,0.0714286
16608,49324,Short,1
16609,34811,Documentary,1
16610,70967,Short,0.142857
16611,10033,Drama,1
16612,70718,Short,0.25
16613,44996,Short,1
16614,56788,Thriller,1
16615,84423,Documentary,0.00549451
16616,59645,Drama,1
16617,6175,Documentary,1
16618,46633,Action,0.333333
16619,7217,Adventure,1
16620,80529,Family,0.333333
16621,58315,Short,1
16622,52215,Western,0.00925926
16623,60395,Drama,0.5
16624,57538,Musical,0.109375
16625,39809,Romance,0.333333
16626,35577,Mystery,0.0851064
16627,1719,Short,0.6
16628,75270,Horror,1
16629,79718,Short,1
16630,51782,Documentary,1
16631,27333,Drama,0.666667
16632,8177,Horror,1
16633,32411,Drama,1
16634,47894,Drama,0.4
16635,8740,Comedy,1
16636,4412,Comedy,1
16637,13644,Fantasy,0.125
16638,47786,Documentary,1
16639,62535,Horror,1
16640,80000,Documentary,1
16641,74308,Short,1
16642,41344,Short,1
16643,54473,Crime,1
16644,51379,Romance,1
16645,73951,Mystery,0.0204082
16646,19676,Drama,0.666667
16647,62738,Short,1
16648,18918,Musical,0.4
16649,35798,Documentary,0.5
16650,2696,Drama,1
16651,30567,Horror,0.333333
16652,84605,Music,0.5
16653,18675,Thriller,0.0416667
16654,51639,Thriller,0.2
16655,34910,Drama,1
16656,7328,Animation,1
16657,32605,Short,1
16658,37492,Adult,1
16659,6692,Drama,0.533333
16660,27640,Animation,1
16661,40708,Comedy,0.0952381
16662,63297,Drama,1
16663,48957,Action,0.333333
16664,16754,Thriller,0.333333
16665,46317,Drama,0.333333
16666,46126,Documentary,1
16667,22842,Music,0.25
16668,67117,Romance,0.333333
16669,58969,Drama,0.25
16670,2798,Short,1
16671,72288,Drama,0.444444
16672,13953,Short,1
16673,71751,Comedy,0.666667
16674,68643,Short,1
16675,1853,Romance,1
16676,34459,Comedy,0.121951
16677,18431,Drama,1
16678,17949,Short,1
16679,4091,Action,0.4
16680,42725,Thriller,0.333333
16681,67423,Comedy,1
16682,42315,Mystery,0.333333
16683,56811,Family,0.25
16684,54908,Adventure,0.5
16685,50137,Romance,0.166667
16686,28885,Animation,1
16687,59193,Documentary,1
16688,38455,Comedy,1
16689,86902,Comedy,1
16690,53938,Comedy,1
16691,12733,Comedy,0.333333
16692,54699,Action,0.5
16693,21724,Comedy,1
16694,38396,Sci-Fi,1
16695,13076,Documentary,0.333333
16696,83545,Short,0.906977
16697,33748,Music,1
16698,63438,Documentary,1
16699,8361,Drama,1
16700,80093,Horror,0.333333
16701,5924,Horror,1
16702,38821,Crime,0.25
16703,67457,Crime,0.25
16704,82267,Thriller,0.333333
16705,28717,Comedy,0.25
16706,37901,Mystery,0.666667
16707,32380,Action,0.153846
16708,8605,Short,1
16709,86936,Short,1
16710,10082,Animation,1
16711,4609,Short,1
16712,82324,Documentary,0.5
16713,4360,Short,1
16714,21474,Documentary,1
16715,35067,Drama,1
16716,2103,Drama,1
16717,70600,Romance,0.0909091
16718,86604,Short,1
16719,71695,Drama,0.333333
16720,67851,Crime,0.166667
16721,4277,Short,1
16722,42714,Romance,1
16723,17254,Drama,0.75
16724,50218,Drama,0.5
16725,57045,Comedy,1
16726,19300,Adventure,0.111111
16727,1771,Drama,1
16728,47186,Adventure,1
16729,20344,Short,1
16730,45641,Drama,1
16731,61109,Horror,1
16732,73600,Romance,0.166667
16733,13019,Short,1
16734,66022,Crime,0.5
16735,39982,Comedy,0.777778
16736,70047,Music,1
16737,25467,Documentary,1
16738,19066,Thriller,1
16739,1259,Crime,0.333333
16740,75079,Documentary,0.0909091
16741,65704,Comedy,1
16742,73424,Musical,0.372549
16743,33873,Adventure,0.166667
16744,20254,Drama,1
16745,44062,Short,1
16746,27388,Documentary,1
16747,40043,Action,0.25
16748,20146,Documentary,1
16749,14738,Crime,0.115385
16750,77000,Documentary,0.5
16751,21004,Drama,1
16752,29654,Comedy,0.142857
16753,36215,Crime,0.285714
16754,25309,Musical,0.125
16755,28553,Documentary,1
16756,69179,Crime,0.2
16757,7159,Documentary,0.25
16758,69428,Musical,0.333333
16759,47052,Comedy,0.0588235
16760,26229,Animation,1
16761,39039,Sci-Fi,0.0454545
16762,45858,Adventure,1
16763,4993,Sci-Fi,1
16764,55718,Short,0.5
16765,31910,Drama,0.333333
16766,25077,Comedy,0.5
16767,20755,Drama,0.461538
16768,62017,Thriller,1
16769,80002,Crime,0.4
16770,36739,Drama,0.5
16771,10019,Short,0.5
16772,75439,Comedy,0.285714
16773,31578,Drama,1
16774,581,Documentary,0.25
16775,71971,Mystery,0.5
16776,13742,Crime,1
16777,58284,Drama,1
16778,40390,Animation,0.166667
16779,47688,Documentary,1
16780,30672,Short,0.5
16781,7150,Action,0.0769231
16782,9004,Drama,1
16783,10811,Documentary,1
16784,32645,Drama,1
16785,84980,Documentary,0.8
16786,4759,Drama,1
16787,88699,Music,0.625
16788,72857,Family,1
16789,30340,Short,0.75
16790,54323,War,0.0384615
16791,7411,Romance,0.5
16792,65111,Comedy,0.5
16793,51020,Action,0.333333
16794,33390,Thriller,0.5
16795,9181,Western,0.0149254
16796,3818,Documentary,1
16797,26201,Adventure,0.00869565
16798,15333,Drama,0.5
16799,86002,Thriller,0.333333
16800,46886,Family,1
16801,20411,Drama,0.5
16802,15056,Action,1
16803,8146,Documentary,0.5
16804,25441,War,0.0625
16805,19661,Drama,1
16806,72046,Short,1
16807,47245,Mystery,1
16808,68609,Drama,0.583333
16809,35562,Drama,1
16810,7759,Drama,0.5
16811,43803,Comedy,1
16812,35285,Action,0.428571
16813,51296,Animation,1
16814,61284,Drama,0.5
16815,10660,Romance,0.333333
16816,88465,Adventure,0.25
16817,55501,Adventure,0.5
16818,33672,Short,0.714286
16819,85174,Drama,1
16820,35396,Comedy,1
16821,12004,Drama,0.6
16822,64642,War,0.0333333
16823,79324,Documentary,1
16824,56112,Thriller,0.666667
16825,57173,Adventure,1
16826,1826,Action,1
16827,61610,Comedy,1
16828,66771,Comedy,1
16829,61967,Short,1
16830,12915,Musical,0.25
16831,58034,Animation,1
16832,50688,Documentary,1
16833,19978,Horror,0.181818
16834,70585,Action,0.5
16835,3431,Drama,0.2
16836,55766,Documentary,0.2
16837,75809,Crime,0.757576
16838,74054,Thriller,1
16839,34271,Comedy,0.285714
16840,20952,Drama,1
16841,40598,Crime,0.5
16842,31055,Music,0.166667
16843,63074,Crime,0.111111
16844,5582,Mystery,0.0769231
16845,78390,Drama,1
16846,47507,Drama,0.545455
16847,71925,Mystery,0.176471
16848,2057,Drama,1
16849,19507,Documentary,0.142857
16850,18788,Drama,0.5
16851,42960,Adult,0.333333
16852,35481,Fantasy,0.0952381
16853,9217,Crime,0.5
16854,84633,Drama,1
16855,19440,Horror,0.0434783
16856,16098,Action,1
16857,58222,Documentary,1
16858,84518,Adventure,0.0588235
16859,8693,Documentary,0.5
16860,50105,Short,1
16861,64244,Family,0.2
16862,43313,Adventure,1
16863,8651,Short,1
16864,41325,Action,0.5
16865,2084,Mystery,0.142857
16866,78141,Drama,0.705882
16867,42091,Comedy,0.5
16868,13270,Documentary,1
16869,32359,Drama,0.333333
16870,20691,Sci-Fi,0.0666667
16871,54577,Comedy,1
16872,49155,Horror,0.333333
16873,15185,Documentary,0.5
16874,84117,Horror,0.5
16875,36687,Drama,0.5
16876,39927,Comedy,1
16877,418,Mystery,1
16878,50247,Musical,1
16879,37514,Comedy,0.75
16880,22606,Sci-Fi,0.142857
16881,47583,Romance,0.75
16882,28286,Family,0.1
16883,29356,Comedy,1
16884,36327,Documentary,1
16885,39425,Romance,0.5
16886,66467,Horror,0.142857
16887,59597,Short,1
16888,28465,Short,1
16889,70806,Romance,0.25
16890,23357,Thriller,0.117647
16891,25746,Adventure,0.25
16892,13815,Short,1
16893,69159,Family,1
16894,20058,Short,1
16895,17460,Drama,1
16896,57184,Short,0.5
16897,57826,Comedy,1
16898,7757,Short,1
16899,83197,Romance,1
16900,86005,Short,0.666667
16901,24468,Romance,1
16902,6479,Thriller,1
16903,44551,Short,1
16904,75482,Documentary,1
16905,53356,Comedy,0.222222
16906,61695,Music,0.25
16907,30233,Short,1
16908,12234,Comedy,0.5
16909,14408,Drama,1
16910,33819,Documentary,0.0588235
16911,25905,Short,0.5
16912,61514,Comedy,1
16913,48829,Drama,1
16914,41910,Family,0.25
16915,81433,Documentary,1
16916,10714,Short,1
16917,29851,Drama,1
16918,5742,Comedy,0.012987
16919,75291,Comedy,1
16920,86524,Horror,1
16921,5201,Comedy,1
16922,44501,Drama,1
16923,23677,Crime,0.142857
16924,70213,Romance,1
16925,45611,Horror,0.0294118
16926,60485,Drama,1
16927,23867,Fantasy,0.5
16928,83011,Short,1
16929,14544,Short,1
16930,67153,Fantasy,0.25
16931,32058,Drama,0.714286
16932,997,Family,1
16933,58044,Action,0.047619
16934,67176,Comedy,1
16935,21513,Crime,1
16936,36386,Drama,0.0769231
16937,17878,Adventure,0.2
16938,11577,Mystery,0.04
16939,2550,Short,1
16940,22255,Adventure,0.0243902
16941,4162,Romance,0.333333
16942,25999,Documentary,1
16943,47615,Family,1
16944,45879,Short,1
16945,80947,Comedy,1
16946,26583,Adventure,0.0714286
